intervalid,location_id,street1,street2,street3,latitude,longitude,date,weekday,period_begin,period_end,interval_begin,ns,sn,ew,we,specialneeds,skate,child,other_var1,other_var2,other_var1_count,other_var2_count,count_method,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,dataset_name,createdatetime
17552.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,3,2,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17553.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,20,3,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17554.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,26,1,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17555.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,6,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17556.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,4,1,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17557.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,1,1,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17558.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,1,2,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
17559.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,2,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
16238.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,1,6,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16239.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,1,0,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16240.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,3,6,0,0,0,1,1,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16241.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,1,3,0,0,0,0,2,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16242.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,3,0,0,0,0,0,1,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16243.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,1,1,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16244.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,3,1,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16245.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,2,3,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
16254.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:00 PM,2,4,0,0,1,0,1,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16255.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:15 PM,2,3,0,0,0,2,2,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16256.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,1,0,0,0,0,1,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16257.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:45 PM,1,0,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16258.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:00 PM,1,1,0,0,1,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16259.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16260.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:30 PM,1,5,0,0,0,2,2,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16261.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,1,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
16246.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:00 AM,1,1,0,0,0,0,2,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
16247.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,4,0,0,0,0,4,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
16248.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:30 AM,1,4,0,0,1,0,3,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
16249.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:45 AM,2,9,0,0,0,0,6,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
16250.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:00 AM,1,1,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
16251.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,2,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
16252.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0,,,0.0,0.0,manual_in_house,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
