intervalid,location_id,street1,street2,street3,latitude,longitude,date,weekday,period_begin,period_end,interval_begin,ns,sn,ew,we,female,sidewalk,wrongway,count_method,count_bikesonsidewalks,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,city,createdatetime,total_count,no_helmet,child
16002.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:40:00,0,0,0
16003.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:40:00,0,0,0
16004.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:40:00,0,0,0
16005.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:40:00,0,0,0
16006.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:40:00,0,0,0
16007.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,1,0,0,1,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:40:00,1,1,0
15992.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,0,0,0
15993.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,1,0,0,1,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,1,1,0
15994.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,0,1,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,1,1,0
15995.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,0,0,0
15996.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,0,0,0
15997.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,0,0,0
15998.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,0,0,0
15999.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-12-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:35:00,0,0,0
15984.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,2,0,1,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,2,0,2
15985.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,0,0,0
15986.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,0,0,0
15987.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,0,0,0
15988.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,0,2,1,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,2,0,0
15989.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,0,0,0
15990.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,1,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,1,0,0
15991.0,1399.0,E. Cortez Ave.,S La Cuta Cir.,S. Azusa Ave.,34.0646144,-117.9071563,05-28-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,minorCollector,40.0,residential,112.0,West Covina,2016-06-01 13:20:00,0,0,0
15928.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,1,3,0,0,2,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,4,2,0
15929.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,3,0,0,1,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,3,1,0
15930.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,1,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,1,0,0
15931.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,1,2,0,0,1,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,3,1,0
15932.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,1,2,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,3,1,0
15933.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,4,3,0,0,1,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,7,0,0
15934.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,3,2,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,5,2,0
15935.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,5,7,0,0,1,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:13:00,12,0,0
15936.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,4:00 PM,0,3,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,3,0,0
15937.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,4:15 PM,3,1,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,4,3,0
15938.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,2,4,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,6,1,0
15939.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,1,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,1,0,0
15940.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,2,6,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,8,5,0
15941.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,3,2,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,5,2,0
15942.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,1,2,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,3,1,0
15943.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-12-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,2,2,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:21:00,4,1,0
15944.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,6,18,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,24,0,0
15945.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,9,8,0,0,2,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,17,1,0
15946.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,10,8,0,0,2,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,18,1,0
15947.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,11,16,0,0,2,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,27,1,0
15948.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,9,7,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,16,4,0
15949.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,3,7,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,10,4,0
15950.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,5,6,0,0,1,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,11,0,0
15951.0,1407.0,San Gabriel River Trail,Ramona Blvd.,Interstate 10,34.0704113,-118.0033162,05-14-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,8,11,0,0,3,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,1.0,residential,117.0,El Monte,2016-05-29 22:27:00,19,3,0
15976.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15977.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15978.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15979.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15980.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15981.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15982.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15983.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:12:00,0,0,0
15968.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15969.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15970.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15971.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15972.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15973.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15974.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
15975.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-24-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,none,none,local,25.0,residential,111.0,Covina,2016-05-29 23:08:00,0,0,0
16045.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,0,0,0
16046.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,1,2,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,3,0,0
16047.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,0,1,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,1,0,0
16048.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,0,0,0
16049.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,1,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,1,0,0
16050.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,0,0,0
16051.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,2,3,1,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,5,0,1
16052.0,1408.0,Oak Canyon Rd,E Walnut Creek Rd,E Ranchcreek Rd,34.0758257,-117.86954640000002,05-28-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,2,1,0,0,0.0,manual_in_house,1,no,none,bikepath,none,trail,25.0,residential,111.0,Covina,2016-06-03 13:55:00,3,1,1
16008.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,1,0,0,1,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,1,1,0
16009.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,0,0,0
16010.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,1,1,0,1,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,2,2,1
16011.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,0,0,0
16012.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,1,0,0,1,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,1,1,0
16013.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,0,0,0
16014.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,0,1,1,0,1.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,1,1,0
16015.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,0,1,0,1,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 13:53:00,1,1,1
16016.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,4:00 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,0,0,0
16017.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,4:15 PM,0,0,0,2,2,2,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,2,0,0
16018.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,0,0,0
16019.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,1,2,0,1,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,3,2,0
16020.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,2,0,0,0,1.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,2,1,0
16021.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,0,1,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,1,1,0
16022.0,1410.0,Badillo Street,Willow Avenue,David Court,34.087115399999995,-117.94576409999998,05-26-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,0,0,0,0,0.0,manual_in_house,1,no,none,bikelane,none,majorArterial,40.0,residentialCommercial,118.0,Baldwin Park,2016-06-01 14:00:00,0,0,0
